Marca temporal	Identidad de Género	Edad	Máximo nivel de formación	¿Qué carrera de grado estudiaste?	¿En qué tipo de universidad estudiaste tu carrera de grado?	País en el que trabajas	Provincia donde trabajas	Trabajo	Rubro de la empresa	¿Cuántos empleados tiene la empresa?	Origen del capital	¿Cuántas personas integran el área de RRHH?	¿En qué puesto trabajás?	Tipo de contratación	¿Cómo es tu jornada laboral?	¿Cuál es tu función principal en RRHH?	¿Cuántas personas tenés a cargo? (poné 0 si no tenés gente a cargo?)	¿Hace cuántos años trabajas en la empresa donde estás? (0 para menos de un año)	¿Hace cuántos años estás en tu puesto actual? (0 para menos de un año)	¿Cuántos años de experiencia tenés en RRHH?	¿Cuál es tu remuneración BRUTA MENSUAL en tu moneda local? (antes de impuestos y deducciones)	¿Qué beneficios tenés?	¿Recibís bonos?	¿Tuviste ajustes por inflación en 2021?	¿Cuál fue el porcentaje de aumento acumulado que tuviste en 2021?	Mes del último ajuste	¿Trabajás en proyectos independientes además de tu empleo?	¿Qué sistema de gestión de RRHH usan en tu empresa?	¿Cómo se llama el área en tu empresa?	¿Te exigieron saber un idioma extranjero (inglés, portugués, etc.) para entrar a trabajar en tu empresa?	¿Qué porcentaje del tiempo usas el idioma extranjero en tu puesto actual?	¿Qué tan satisfecho estás con tu empresa?	¿Estás buscando trabajo?	¿Qué beneficios te gustaría tener?	¿Cuál es la pregunta más bizarra que te han hecho/has hecho en una entrevista?	Definí a RRHH con una sola palabra	¿Te identificás como LGBTIQ+ (lesbiana, gay, bisexual, transexual, otra minoría sexual)?	En tu empresa puedes ser como realmente eres (por ej.: expresar abiertamente tu personalidad, tu identidad de género, orientación sexual, etc.).	¿Qué porcentaje aproximado del management de tu empresa son mujeres? (Entiéndase posiciones de Jefatura, de Gerencia, o de Dirección)	Es importante incorporar el lenguaje inclusivo en la organización.	¿Tenés alguna discapacidad?	¿En tu organización existe una línea segura o políticas definidas para actuar frente a situaciones de acoso o discriminación?	¿Sufriste alguna situación de acoso, abuso o de discriminación en algún trabajo?	¿Estás trabajando desde tu casa?	¿Cómo están planeando el regreso a las oficinas?	¿En qué mes está planificado el retorno de la mayoría de los empleados?	¿Cómo fue la decisión del esquema de teletrabajo a realizar?	Cantidad de días que se aplicará teletrabajo	Las nuevas contrataciones, ¿bajo qué modalidad ingresaron?	¿Qué tan satisfecho estás con la decisión de retornar a la oficina?	¿Cómo valorarías la gestión de tu empresa durante la pandemia del COVID?	¿Cómo estás registrado/a fiscalmente?	¿Hace cuántos años trabajás como freelance?	¿Dónde trabajás habitualmente? (sin considerar la coyuntura por COVID-19)	¿Exportás tus servicios?	Si exportás servicios, ¿a través de qué medios de pago recibís los pagos del exterior?	¿Aceptás pagos en cuotas?	¿Trabajás con otros freelancers de tu mismo rubro?	¿Tu servicio principal está relacionado con búsqueda y selección?	¿Te dedicás principalmente a realizar búsquedas de IT/Tecnología?	¿Trabajás a riesgo?	¿Cuál es el coeficiente que cobrás por tus servicios?	El coeficiente lo calculás sobre:	¿Ofrecés garantía?	¿Cuál es el servicio principal que brindas? (si brindás más de un servicio, elegí el que más ingresos genere)	¿Cuál es el valor hora promedio que ofrecés? (moneda local)
26/10/2021 9:04:04	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Tecnologías de información	51 - 100	Nacional	10	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	3	6	150.000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	2 ajustes	50	Septiembre	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Capital Humano	Si	10%	5	Sí, activamente	3 semanas de vacaciones y dias flex al año																																
26/10/2021 9:53:08	Mujer cis	25 - 30	Maestría completa	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Río Negro	Relación de Dependencia	Tecnologías de información	1 - 50	Nacional	2	HRBP	Monotributista	Full time	Generalista	0	0	0	3	65000	Abono de internet, Home office	No recibo bono	No tuve ajustes	0		Si, en emprendimiento no relacionado con RRHH	Ninguno																																						
26/10/2021 10:07:13	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Construcción	51 - 100	Nacional	1	Responsable	Monotributista	Full time	Generalista	0	2	2	5	100000	Horarios flexibles	Menos de un sueldo	3 o más ajustes	57.55	Octubre	Si, en emprendimiento relacionado con RRHH	Bejerman	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Elección de trabajo Remoto o presencial	No recuerdo	Equilibrio	No	Totalmente de acuerdo	10%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Muy satisfecho	5															
26/10/2021 10:12:23	Mujer cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Corrientes	Relación de Dependencia	Otros	101 - 250	Nacional	3	Administrativo	Indeterminado	Full time	Administración de personal	0	2	2	2	45000	No tengo beneficios adicionales	Menos de un sueldo	2 ajustes	1000	Agosto	No	No tenemos sistema de gestión	Oficina de Personal	No	20%	1	Sí, activamente	Posibilidades de desarrollo y carrera, beneficios y salario acorde, flexibilidad en los horarios de trabajo, método de trabajo hibrido	¿Por qué no queres tener hijos?	Empatía	No	Ni de acuerdo ni en desacuerdo	0%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	No aplica / Prefiero no responder	1															
26/10/2021 10:45:40	No binario	51 - 55	Universitario completo	Administración de Empresas	Universidad Pública	Argentina	Córdoba	Freelance																																												Responsable inscripto	22	Oficina propia	No	No exporto servicios	No	Si	No						Diseño organizacional	5000
26/10/2021 12:59:18	Mujer cis	25 - 30	Universitario en curso	antropología	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Freelance																																												Monotributista	1	Casa	Si	Payoneer	Si, eventualmente	Si	Si	Si	Si	100	Remuneración mensual del ingresante	3 meses		
26/10/2021 15:25:53	Mujer cis	36 - 40	Universitario en curso	Trabajo Social	Universidad Pública	Argentina	Buenos Aires	Freelance																																												Monotributista	1	Casa	No	No exporto 	Si, eventualmente	Si	Si	No	No	30	Remuneración mensual del ingresante	3 meses		
26/10/2021 16:18:19	Mujer cis	31 - 35	Universitario en curso	Abogacía	Universidad Pública	Argentina	Buenos Aires	Relación de Dependencia	Otros	10.001 o más	Multinacional	5000	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	1	100000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Home office, Idiomas	No recibo bono	No tuve ajustes	0		No	Oracle HCM	Recursos Humanos	Si	90%	5	No estoy buscando cambiar	Vacaciones extendidas	Donde me veía en 5 años	Amplio 	No	Totalmente de acuerdo	60%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Remoto 100%	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	4															
26/10/2021 17:58:10	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Freelance																																												Monotributista	1	Casa	No	Transferencia a tu cuenta	Si, eventualmente	Si	No						Diseño organizacional	2500
26/10/2021 18:34:50	Mujer cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Buenos Aires	Relación de Dependencia	Petróleo y producción de gas, refinación de petróleo	51 - 100	Nacional	2	Asistente	Indeterminado	Full time	Generalista	0	3	0	0	67952	No tengo beneficios adicionales	No recibo bono	2 ajustes	30	Agosto	No	One soft	Recursos Humanos	No	0%	3	No estoy buscando cambiar	Home Office, horario flexible		Transversal	Si	Totalmente de acuerdo	50%	De acuerdo	No tengo ninguna discapacidad	No	No	No	Presencial 100%	Ya volvimos 100%	De la empresa	No aplica	Presencial	Algo insatisfecho	3															
26/10/2021 19:11:32	Hombre cis	25 - 30	Universitario completo	Psicología	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios financieros seguros	1 - 50	Multinacional	2	Analista	Plazo Fijo	Full time	De todo un poco por ser un equipo chico	0	0	0	0	75.000	Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Reintegros en capacitación	No recibo bono	2 ajustes	23	Octubre	Si, en emprendimiento no relacionado con RRHH	Jira																																						
26/10/2021 19:29:57	Mujer heterosexual	25 - 30	Maestría completa	Psicología	Universidad Privada	Perú		Relación de Dependencia	Tecnologías de información	501 - 1.000	Multinacional	30	Senior Recruiter	Prestación de servicios indeterminado (El Salvador)	Full time	Reclutamiento y selección	1	0	0	7	6000	Horarios flexibles, Abono de celular, Home office	Menos de un sueldo	No tuve ajustes	0		Si, en emprendimiento no relacionado con RRHH	SmartRecruiters																																						
26/10/2021 19:51:45	Mujer cis	31 - 35	Maestría completa	Administración de Empresas	Universidad Privada	Colombia		Relación de Dependencia	Servicios profesionales	1.001 - 2.500	Multinacional	18	HRBP	Indeterminado	Full time	Compensaciones y beneficios	2	1	1	10	4333000	Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Idiomas, Seguro de vida (adicionales a los de ley)	Un sueldo	No tuve ajustes	0		Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	Recursos Humanos	Si	30%	5	No,  pero escucho ofertas	Trabajo remoto		Pasión	No	De acuerdo	60%	De acuerdo	No tengo ninguna discapacidad	Si	No	Si	Remoto 100%	No aplica	De común acuerdo	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	5															
26/10/2021 19:58:22	Hombre cis	41 - 45	Universitario completo	Sociología	Universidad Pública	Bolivia		Freelance																																												Monotributista	3	Casa	No	Transferencia a tu cuenta	No	Si	Si	No	Si	5000	Remuneración mensual del ingresante	3 meses		
26/10/2021 20:19:42	Mujer cis	31 - 35	Universitario completo	Ingeniería Industrial	Universidad Pública	Perú		Relación de Dependencia	Bancos, banca online	501 - 1.000	Nacional	7	Analista	Plazo Fijo	Full time	Payroll / Liquidación de sueldos	1	2	3	5	4800	Medicina prepaga / Plan de salud	Un sueldo	No tuve ajustes	0	Diciembre	No	Spring 	Recursos Humanos	No	10%	3	No,  pero escucho ofertas	Seguro cubierto al 100%, tarjeta de alimentos, homeoffice , cuponera de horas libres 	No recuerdo 	Servicio 	No	De acuerdo	30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Mixto	Enero 2022	De la empresa	3 días	Mixta	Algo insatisfecho	3															
26/10/2021 20:25:43	Hombre cis	36 - 40	Diplomado de posgrado completo	Ingeniería Industrial	Universidad Privada	Perú		Relación de Dependencia	Servicios de consultoría	51 - 100	Nacional	12	Supervisor	Plazo Fijo	Full time	Compensaciones y beneficios	1	3	3	11	5500	Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office	Menos de un sueldo	No tuve ajustes	5	Julio	Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	Recursos Humanos	No	10%	4	No,  pero escucho ofertas	Nuevos proyectos crecimiento profesional	Con quién vivo?	Retador	No	Totalmente de acuerdo	50%	Totalmente en desacuerdo	No tengo ninguna discapacidad	Si	Si	Si	Mixto	No esta definido	De la empresa	3 días	Teletrabajo	Algo satisfecho	5															
30/10/2021 10:58:55	Hombre cis	18 - 25	Universitario completo	Ingeniería Industrial	Universidad Privada	Perú		Relación de Dependencia	Servicios financieros seguros	2.501 - 5.000	Nacional	45	Analista	Indeterminado	Full time	People analytics	0	0	0	3	5500	Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office	Un sueldo	No tuve ajustes	0	Mayo	Si, en emprendimiento no relacionado con RRHH	SAP / SuccessFactors	Gestión de Personas	Si	20%	4	No,  pero escucho ofertas	Utilidades																																
26/10/2021 20:47:04	Mujer cis	31 - 35	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Otros	251 - 500	Nacional	4	Analista	Indeterminado	Full time	Generalista	0	0	0	6	87750	No tengo beneficios adicionales	No recibo bono	1 solo	7	Octubre	No	visma	Recursos Humanos	No	0%	2	No,  pero escucho ofertas	prepaga, horario flex, dia de cumple, bono por objetivos..	no se	resiliencia																														
26/10/2021 21:56:50	Hombre cis	25 - 30	Diplomado de posgrado completo	RRHH / RRLL / RRTT	No estudié en la Universidad	Argentina	Tucumán	Relación de Dependencia	Servicios de correos y de telecomunicaciones	501 - 1.000	Multinacional	4	Analista	Indeterminado	Full time	Administración de personal	0	0	0	5	67000	No tengo beneficios adicionales	No recibo bono	No tuve ajustes	0	Septiembre	Si, en emprendimiento relacionado con RRHH	Payroll	Recursos Humanos	No	0%	4	No,  pero escucho ofertas	Gym, descuentos, obra social	¿Sos Feliz?	procedimientos	Si	Totalmente de acuerdo	50%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No se	Si	No	Mixto	No esta definido	De la empresa	3 días	Teletrabajo	Muy satisfecho	4															
26/10/2021 23:39:24	Mujer cis	41 - 45	Terciario en curso	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Educación	51 - 100	Nacional	4	Administrativo	Indeterminado	Full time	Administración de personal	1	2	1	7	70000	Frutas y snacks, Home office	Menos de un sueldo	No tuve ajustes	27	Octubre	No	No tenemos sistema de gestión																																						
27/10/2021 9:16:03	Mujer cis	25 - 30	Diplomado de posgrado completo	Psicología	Universidad Pública	Bolivia		Relación de Dependencia	Servicios de consultoría	1 - 50	Nacional	10	Analista	Indeterminado	Full time	Reclutamiento y selección	0	4	4	4	2700	Préstamos	Menos de un sueldo	No tuve ajustes	0		No	SAP / SuccessFactors																																						
27/10/2021 9:52:23	Hombre cis	31 - 35	Universitario completo	Psicología	Universidad Pública	Bolivia		Relación de Dependencia	Alimentación, bebidas	101 - 250	Nacional	2	Responsable	Indeterminado	Full time	todas las anteriores	1	2	2	3	3500	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Préstamos, Reintegros en capacitación	Menos de un sueldo	1 solo	0		Si, en emprendimiento relacionado con RRHH	Enlatado propio	Recursos Humanos	No	10%	5	No estoy buscando cambiar	ninguno	si puede entrar a trabajar su esposo y su hijo	psinergia	No	Totalmente de acuerdo	80%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	No	Presencial 100%	Ya volvimos 100%	No aplica	No aplica	Presencial	Muy instatisfecho	5															
27/10/2021 10:03:37	Hombre cis	46 - 50	Maestría completa	Administración de Empresas	Universidad Privada	Bolivia		Freelance																																												Monotributista	4	Cowork	No	Transferencia a tu cuenta	Si, frecuentemente	Si	Si	No	Si	2	Remuneración mensual del ingresante	2 meses		
27/10/2021 10:30:05	Mujer cis	36 - 40	Maestría completa	Psicología	Universidad Privada	Colombia		Freelance																																												Contractor	3	Bares / Restaurants	Si	Transferencia a tu cuenta	No	Si	Si	Si	No	20	Remuneración anual del ingresante	2 meses		
27/10/2021 11:33:03	Mujer cis	31 - 35	Maestría completa	Psicología	Universidad Privada	Bolivia		Relación de Dependencia	Alimentación, bebidas	2.501 - 5.000	Multinacional	27	Supervisor	Indeterminado	Full time	Capacitación y desarrollo	8	0	0	7	11000	Frutas y snacks, Home office, Posgrados, Reintegros en capacitación	No recibo bono	No tuve ajustes	0		Si, en emprendimiento relacionado con RRHH	SAP / SuccessFactors	Desarrollo Humano	Si	10%	3	No,  pero escucho ofertas	Flexibilidad de horarios	Estás buscando tener hijos a corto plazo?	Estratégico	No	Ni de acuerdo ni en desacuerdo	20%	En desacuerdo	No tengo ninguna discapacidad	No se	Si	No	Mixto	Ya volvimos 100%	De la empresa	2 días	Presencial	Algo insatisfecho	5															
27/10/2021 11:42:37	Hombre cis	25 - 30	Maestría en curso	Administración de Empresas	Universidad Pública	Perú		Relación de Dependencia	Tecnologías de información	10.001 o más	Multinacional	150	Supervisor	Indeterminado	Full time	Generalista	0	0	0	9	5000	Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Home office, Posgrados, Préstamos	No recibo bono	No tuve ajustes	20	Mayo	Si, en emprendimiento relacionado con RRHH	Oracle HCM	Talento Humano	No	10%	5	No,  pero escucho ofertas	utilidades, más días libres	hace cuanto tiempo terminé con mi pareja	pasión	Si	Totalmente de acuerdo	40%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Marzo 2022 en adelante	De común acuerdo	A elección de cada empleado	Teletrabajo	Muy satisfecho	5															
11/11/2021 19:34:51	Mujer cis	31 - 35	Diplomado de posgrado completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Córdoba	Relación de Dependencia	Otros	10.001 o más	Multinacional	380	Analista	Indeterminado	Full time	People analytics	0	11	3	3	140049	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Home office	Menos de un sueldo	2 ajustes	20	Noviembre	Si, en emprendimiento no relacionado con RRHH	SAP / SuccessFactors	Capital Humano	No	0%	5	No,  pero escucho ofertas	home office	mmm no recuerdo.. seguramente ninguna	incertidumbre	No	Totalmente de acuerdo	10%	En desacuerdo	No tengo ninguna discapacidad	No se	No	Si	Mixto	Noviembre 2021	De la empresa	A elección de cada empleado	Prefiero no responder	Algo satisfecho	5															
27/10/2021 12:38:46	Mujer cis	31 - 35	Universitario completo	Ingeniería Industrial	Universidad Privada	Colombia		Relación de Dependencia	Tecnologías de información	501 - 1.000	Nacional	20	Analista	Indeterminado	Full time	Generalista	0	6	0	2	4660000	Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	1 solo	1.4	Marzo	No	No tenemos sistema de gestión	gerencia de estrategia para el talento	No	0%	5	No,  pero escucho ofertas				No	Totalmente de acuerdo	40%	Totalmente de acuerdo	No tengo ninguna discapacidad	No	No	Si	Remoto 100%	No aplica	De la empresa	A elección de cada empleado	Teletrabajo	No aplica / Prefiero no responder	5															
27/10/2021 12:50:34	Hombre cis	36 - 40	Maestría completa	Psicología	Universidad Pública	Bolivia		Relación de Dependencia	Comercio	1 - 50	Multinacional	1	Jefe	Indeterminado	Full time	Generalista	0	5	5	10	14768	Home office, Descuento en productos de la empresa	No recibo bono	1 solo	4.83	Noviembre	No	SAP / SuccessFactors	Capital Humano	No	0%	5	No estoy buscando cambiar	Bono por desempeño		Equilibrio	No	Totalmente de acuerdo	30%	En desacuerdo	No tengo ninguna discapacidad	Si	No	Voy rotando entre la oficina y el teletrabajo	Presencial 100%	No esta definido	De la empresa	No aplica	Presencial	Muy satisfecho	5															
27/10/2021 14:11:58	Mujer cis	25 - 30	Diplomado de posgrado completo	Administración de Empresas	Universidad Privada	Perú		Relación de Dependencia	Servicios de consultoría	101 - 250	Multinacional	20	Analista	Plazo Fijo	Full time	Reclutamiento y selección	0	0	0	1	2500	Home office	No recibo bono	No tuve ajustes	0		Si, en proyectos ad honorem	SAP / SuccessFactors	Recursos Humanos	No	80%	3	Sí, activamente	Horarios flexibles, trabajo remoto, day off por cumpleaños, plataformas de streaming		Personas	No		30%	Totalmente de acuerdo	No tengo ninguna discapacidad	Si	No	Si	En evaluación	No esta definido	No aplica	No aplica	Prefiero no responder	No aplica / Prefiero no responder	4															
27/10/2021 14:57:02	Hombre cis	18 - 25	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Medios de comunicación, cultura, gráficos	501 - 1.000	Multinacional	17	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	3	130000	Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office	No recibo bono	No tuve ajustes	20	Julio	No	No tenemos sistema de gestión	People	Si	30%	4	No,  pero escucho ofertas	equipamientos ergonomicos, gimnasio, estudios		servicio	No	Ni de acuerdo ni en desacuerdo	80%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	No esta definido	De la empresa	A elección de cada empleado	Teletrabajo	Algo satisfecho																
27/10/2021 17:27:40	Mujer cis	36 - 40	Universitario completo	RRHH / RRLL / RRTT	Universidad Pública	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de salud	251 - 500	Nacional	8	Jefe	Indeterminado	Full time	Generalista	3	7	5	14	245000	Medicina prepaga / Plan de salud, Combustible, Comedor / Almuerzos, Home office	No recibo bono	3 o más ajustes	50	Octubre	No	No tenemos sistema de gestión	Recursos Humanos	No	0%	3	No,  pero escucho ofertas	Días extra de vacaciones, horario flexible, estudio de idiomas y capacitación		Servicio	No	De acuerdo	30%	Totalmente en desacuerdo	No tengo ninguna discapacidad	No	No	Voy rotando entre la oficina y el teletrabajo	En evaluación	No esta definido	De común acuerdo	1 día	Presencial	Algo insatisfecho	4															
22/10/2021 11:00:38	Hombre cis	25 - 30	Diplomado de posgrado en curso	RRHH / RRLL / RRTT	Universidad Privada	Argentina	Ciudad Autónoma de Buenos Aires	Relación de Dependencia	Servicios de consultoría	1.001 - 2.500	Multinacional	20	Gerente	Indeterminado	Full time	People analytics	3	10	0	4	366000	Horarios flexibles	Menos de un sueldo	3 o más ajustes	130	Septiembre	No	Enlatado propio	Capital Humano	Si	70%	4	No,  pero escucho ofertas	.	¿Por qué Sibarita es tan rica?	Lindo	No	De acuerdo	80%	Ni de acuerdo ni en desacuerdo	No tengo ninguna discapacidad	Si	No	Si	Mixto	Diciembre 2021	No aplica	A elección de cada empleado	Teletrabajo	Muy satisfecho	2															
27/10/2021 17:41:37	Mujer cis	41 - 45	Diplomado de posgrado completo	Contador Público	Universidad Privada	Perú		Relación de Dependencia	Otros	1.001 - 2.500	Nacional	20	Supervisor	Plazo Fijo	Full time	Administración de personal	5	2	2	8	7000	Comedor / Almuerzos, Home office	No recibo bono	No tuve ajustes	5	Abril	No	SAP / SuccessFactors																																						
27/10/2021 17:52:39	Hombre cis	25 - 30	Universitario completo	RRHH / RRLL / RRTT	Universidad Privada	Perú		Relación de Dependencia	Servicios de salud	251 - 500	Multinacional	8	Analista	Indeterminado	Full time	Analista de datos - Operaciones 	3	5	2	5	4000	Horarios flexibles, Abono de celular	No recibo bono	No tuve ajustes	30	Enero	Si, en emprendimiento relacionado con RRHH	No tenemos sistema de gestión	Gestión y desarrollo humano	No	40%	4	No,  pero escucho ofertas	Horario flexible	Cuántas pelotas entran en este cuarto 	Humanos																														
27/10/2021 18:14:22	Hombre cis	31 - 35	Universitario completo	Psicología	Universidad Pública	México		Freelance																																												Responsable inscripto	4	Casa	Si	Transferencia a tu cuenta	Si, eventualmente	Si	Si	Si	Si	15000	Remuneración mensual del ingresante	1 mes		
27/10/2021 18:23:04	Mujer cis	25 - 30	Universitario en curso	Psicología	Universidad Pública	Uruguay		Relación de Dependencia	Servicios profesionales	501 - 1.000	Nacional	4	Analista	Indeterminado	Full time	Reclutamiento y selección	0	0	0	3	36.000	Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Reintegros en capacitación	No recibo bono	No tuve ajustes	0	Enero	No	No tenemos sistema de gestión	Talento Humano	No		5	No,  pero escucho ofertas	Días libres																																
